Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
5-chlorouracil;octanol;C1=C(C(=O)NC(=O)N1)Cl;CCCCCCCCO;-17.26
5-bromouracil;octanol;C1=C(C(=O)NC(=O)N1)Br;CCCCCCCCO;-17.88
acetylsalicylicacid;octanol;CC(=O)OC1=CC=CC=C1C(=O)O;CCCCCCCCO;-11.56
butylparaben;octanol;CCCCOC(=O)C1=CC=C(C=C1)O;CCCCCCCCO;-13.59
caffeine;octanol;CN1C=NC2=C1C(=O)N(C(=O)N2C)C;CCCCCCCCO;-12.54
cyanuricacid;octanol;O=C1NC(=O)NC(=O)N1;CCCCCCCCO;-18.89
diflunisal;octanol;C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O;CCCCCCCCO;-15.46
ethylparaben;octanol;CCOC(=O)C1=CC=C(C=C1)O;CCCCCCCCO;-12.57
hexachlorobenzene;octanol;C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl;CCCCCCCCO;-10.15
5-iodouracil;octanol;C1=C(C(=O)NC(=O)N1)I;CCCCCCCCO;-18.77
methylparaben;octanol;COC(=O)C1=CC=C(C=C1)O;CCCCCCCCO;-12.18
naproxen;octanol;C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O;CCCCCCCCO;-14.55
4-nitroaniline;octanol;C1=CC(=CC=C1N)[N+](=O)[O-];CCCCCCCCO;-11.35
octafluorocyclobutane;octanol;C1(C(C(C1(F)F)(F)F)(F)F)(F)F;CCCCCCCCO;0.31
pentachloronitrobenzene;octanol;C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-];CCCCCCCCO;-11.55
phthalimide;octanol;C1=CC=C2C(=C1)C(=O)NC2=O;CCCCCCCCO;-11.18
propylparaben;octanol;CCCOC(=O)C1=CC=C(C=C1)O;CCCCCCCCO;-13.52
sulfolane;octanol;C1CCS(=O)(=O)C1;CCCCCCCCO;-7.56
paracetamol;octanol;CC(=O)NC1=CC=C(C=C1)O;CCCCCCCCO;-15.46
N-(3-hydroxyphenyl)acetamide;octanol;CC(=O)NC1=CC(=CC=C1)O;CCCCCCCCO;-14.93
fenbufen;octanol;C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O;CCCCCCCCO;-17.12
N-(2-hydroxyphenyl)acetamide;octanol;CC(=O)NC1=CC=CC=C1O;CCCCCCCCO;-12.59
phenacetin;octanol;CCOC1=CC=C(C=C1)NC(=O)C;CCCCCCCCO;-13.07
2-methoxybenzoicacid;octanol;COC1=CC=CC=C1C(=O)O;CCCCCCCCO;-12.49
4-methoxybenzoicacid;octanol;COc1ccc(cc1)C(O)=O;CCCCCCCCO;-11.82
3-methoxybenzoicacid;octanol;COC1=CC=CC(=C1)C(=O)O;CCCCCCCCO;-11.69
tolfenamicacid;octanol;CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O;CCCCCCCCO;-13.76
flufenamicacid;octanol;C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F;CCCCCCCCO;-12.84
iodobenzene;octanol;C1=CC=C(C=C1)I;CCCCCCCCO;-6.18
diiodomethane;octanol;C(I)I;CCCCCCCCO;-5.63
iodomethane;octanol;CI;CCCCCCCCO;-3.07
iodoethane;octanol;CCI;CCCCCCCCO;-3.45
2-iodopropane;octanol;CC(C)I;CCCCCCCCO;-4.4
methylacetate;pentadecane;COC(C)=O;CCCCCCCCCCCCCCC;-2.82
methylpropanoate;pentadecane;CCC(=O)OC;CCCCCCCCCCCCCCC;-3.35
ethylacetate;pentadecane;CCOC(=O)C;CCCCCCCCCCCCCCC;-3.37
propylacetate;pentadecane;CCCOC(C)=O;CCCCCCCCCCCCCCC;-3.91
methylpentanoate;pentadecane;CCCCC(=O)OC;CCCCCCCCCCCCCCC;-4.59
butylacetate;pentadecane;CCCCOC(C)=O;CCCCCCCCCCCCCCC;-4.49
methylhexanoate;pentadecane;CCCCCC(=O)OC;CCCCCCCCCCCCCCC;-5.35
pentylacetate;pentadecane;CCCCCOC(C)=O;CCCCCCCCCCCCCCC;-5.18
n-pentadecane;pentadecane;CCCCCCCCCCCCCCC;CCCCCCCCCCCCCCC;-9.91
n-pentane;pentane;CCCCC;CCCCC;-3.35
methanol;pentane;CO;CCCCC;-1.29
ethanol;pentane;CCO;CCCCC;-2.15
1-propanol;pentane;CCCO;CCCCC;-2.76
1-butanol;pentane;CCCCO;CCCCC;-3.77
1-pentanol;pentane;CCCCCO;CCCCC;-3.92
phenol;pentane;C1=CC=C(C=C1)O;CCCCC;-5.67
1-hexanol;pentane;CCCCCCO;CCCCC;-4.97
1-heptanol;pentane;CCCCCCCO;CCCCC;-5.62
2-pentanone;pentane;CCCC(=O)C;CCCCC;-4.16
2-hexanone;pentane;CCCCC(=O)C;CCCCC;-4.79
"3;3-dimethylbutanone";pentane;CC(=O)C(C)(C)C;CCCCC;-4.43
2-heptanone;pentane;CCCCCC(=O)C;CCCCC;-5.4
methylacetate;pentane;COC(C)=O;CCCCC;-3.13
methylpropanoate;pentane;CCC(=O)OC;CCCCC;-3.69
ethylacetate;pentane;CCOC(=O)C;CCCCC;-3.69
propylacetate;pentane;CCCOC(C)=O;CCCCC;-4.21
methylpentanoate;pentane;CCCCC(=O)OC;CCCCC;-4.96
butylacetate;pentane;CCCCOC(C)=O;CCCCC;-4.88
methylhexanoate;pentane;CCCCCC(=O)OC;CCCCC;-5.67
pentylacetate;pentane;CCCCCOC(C)=O;CCCCC;-5.62
ethylamine;pentane;CCN;CCCCC;-2.18
propylamine;pentane;CCCN;CCCCC;-3.13
aniline;pentane;C1=CC=C(C=C1)N;CCCCC;-5.15
chloroform;pentane;C(Cl)(Cl)Cl;CCCCC;-3.26
bromoform;pentane;C(Br)(Br)Br;CCCCC;-4.83
benzene;pentanol;C1=CC=CC=C1;CCCCCO;-3.53
toluene;pentanol;CC1=CC=CC=C1;CCCCCO;-4.25
ethylbenzene;pentanol;CCC1=CC=CC=C1;CCCCCO;-4.48
1-pentanol;pentanol;CCCCCO;CCCCCO;-7.92
phenol;pentanol;C1=CC=C(C=C1)O;CCCCCO;-8.55
o-cresol;pentanol;CC1=CC=CC=C1O;CCCCCO;-8.57
p-cresol;pentanol;CC1=CC=C(C=C1)O;CCCCCO;-9.25
formaldehyde;pentanol;C=O;CCCCCO;-3.44
aceticacid;pentanol;CC(O)=O;CCCCCO;-6.65
propanoicacid;pentanol;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCCO;-7.09
butanoicacid;pentanol;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCCCCO;-7.74
pentanoicacid;pentanol;CCCCC(O)=O;CCCCCO;-8.17
hexanoicacid;pentanol;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CCCCCO;-8.99
ethylamine;pentanol;CCN;CCCCCO;-4.27
propylamine;pentanol;CCCN;CCCCCO;-4.88
butylamine;pentanol;CCCCN;CCCCCO;-5.55
diethylamine;pentanol;CCNCC;CCCCCO;-5.3
aniline;pentanol;C1=CC=C(C=C1)N;CCCCCO;-6.44
p-bromophenol;pentanol;C1=CC(=CC=C1O)Br;CCCCCO;-10.62
ammonia;pentanol;N;CCCCCO;-3.13
methylamine;pentanol;CN;CCCCCO;-3.95
hydrogenperoxide;pentanol;OO;CCCCCO;-7.46
acetone;perfluorobenzene;CC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-3.82
2-pentanone;perfluorobenzene;CCCC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.1
2-hexanone;perfluorobenzene;CCCCC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.55
"3;3-dimethylbutanone";perfluorobenzene;CC(=O)C(C)(C)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.26
2-heptanone;perfluorobenzene;CCCCCC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-6.15
methylacetate;perfluorobenzene;COC(C)=O;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.23
ethylacetate;perfluorobenzene;CCOC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.56
propylacetate;perfluorobenzene;CCCOC(C)=O;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.06
methylpentanoate;perfluorobenzene;CCCCC(=O)OC;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.59
butylacetate;perfluorobenzene;CCCCOC(C)=O;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.52
methylhexanoate;perfluorobenzene;CCCCCC(=O)OC;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-6.21
pentylacetate;perfluorobenzene;CCCCCOC(C)=O;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-6.16
butylamine;perfluorobenzene;CCCCN;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.13
perfluorobenzene;perfluorobenzene;C1(=C(C(=C(C(=C1F)F)F)F)F)F;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.42
nitromethane;perfluorobenzene;C[N+](=O)[O-];C1(=C(C(=C(C(=C1F)F)F)F)F)F;-4.3
n-octane;phenylether;CCCCCCCC;O(c1ccccc1)c2ccccc2;-4.38
toluene;phenylether;CC1=CC=CC=C1;O(c1ccccc1)c2ccccc2;-4.86
ethanol;phenylether;CCO;O(c1ccccc1)c2ccccc2;-3.22
"1;4-dioxane";phenylether;C1COCCO1;O(c1ccccc1)c2ccccc2;-4.83
2-butanone;phenylether;CCC(=O)C;O(c1ccccc1)c2ccccc2;-4.08
nitromethane;phenylether;C[N+](=O)[O-];O(c1ccccc1)c2ccccc2;-4.19
n-octane;propanol;CCCCCCCC;CCCO;-4.39
toluene;propanol;CC1=CC=CC=C1;CCCO;-4.47
ethanol;propanol;CCO;CCCO;-5.01
1-propanol;propanol;CCCO;CCCO;-5.29
"1;4-dioxane";propanol;C1COCCO1;CCCO;-4.61
2-butanone;propanol;CCC(=O)C;CCCO;-4.15
nitromethane;propanol;C[N+](=O)[O-];CCCO;-4.04
n-octane;pyridine;CCCCCCCC;C1=CC=NC=C1;-4.5
toluene;pyridine;CC1=CC=CC=C1;C1=CC=NC=C1;-5.1
ethanol;pyridine;CCO;C1=CC=NC=C1;-5.08
"1;4-dioxane";pyridine;C1COCCO1;C1=CC=NC=C1;-5.14
2-butanone;pyridine;CCC(=O)C;C1=CC=NC=C1;-4.61
pyridine;pyridine;C1=CC=NC=C1;C1=CC=NC=C1;-5.47
nitromethane;pyridine;C[N+](=O)[O-];C1=CC=NC=C1;-5.11
formaldehyde;secbutanol;C=O;CCC(C)O;-2.86
aceticacid;secbutanol;CC(O)=O;CCC(C)O;-6.81
propanoicacid;secbutanol;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCC(C)O;-7
butanoicacid;secbutanol;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCC(C)O;-7.34
pentanoicacid;secbutanol;CCCCC(O)=O;CCC(C)O;-7.61
hexanoicacid;secbutanol;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CCC(C)O;-8.11
butylamine;secbutanol;CCCCN;CCC(C)O;-5.52
water;secbutanol;O;CCC(C)O;-5.71
secbutanol;secbutanol;CCC(C)O;CCC(C)O;-5.48
methylacetate;secbutylbenzene;COC(C)=O;CCC(C)C1=CC=CC=C1;-3.91
ethylacetate;secbutylbenzene;CCOC(=O)C;CCC(C)C1=CC=CC=C1;-4.11
propylacetate;secbutylbenzene;CCCOC(C)=O;CCC(C)C1=CC=CC=C1;-4.62
butylacetate;secbutylbenzene;CCCCOC(C)=O;CCC(C)C1=CC=CC=C1;-5.22
pentylacetate;secbutylbenzene;CCCCCOC(C)=O;CCC(C)C1=CC=CC=C1;-5.98
phenol;tetrachloroethene;C1=CC=C(C=C1)O;C(=C(Cl)Cl)(Cl)Cl;-6.1
acetone;tetrachloroethene;CC(=O)C;C(=C(Cl)Cl)(Cl)Cl;-3.09
methylacetate;tetrachloroethene;COC(C)=O;C(=C(Cl)Cl)(Cl)Cl;-3.63
methylpropanoate;tetrachloroethene;CCC(=O)OC;C(=C(Cl)Cl)(Cl)Cl;-4.39
ethylacetate;tetrachloroethene;CCOC(=O)C;C(=C(Cl)Cl)(Cl)Cl;-4.22
propylacetate;tetrachloroethene;CCCOC(C)=O;C(=C(Cl)Cl)(Cl)Cl;-4.8
methylpentanoate;tetrachloroethene;CCCCC(=O)OC;C(=C(Cl)Cl)(Cl)Cl;-5.41
butylacetate;tetrachloroethene;CCCCOC(C)=O;C(=C(Cl)Cl)(Cl)Cl;-5.35
butylamine;tetrachloroethene;CCCCN;C(=C(Cl)Cl)(Cl)Cl;-4.49
tetrachloroethene;tetrachloroethene;C(=C(Cl)Cl)(Cl)Cl;C(=C(Cl)Cl)(Cl)Cl;-5.39
n-octane;tetrahydrofuran;CCCCCCCC;C1CCOC1;-5.39
toluene;tetrahydrofuran;CC1=CC=CC=C1;C1CCOC1;-5.5
ethanol;tetrahydrofuran;CCO;C1CCOC1;-4.56
tetrahydrofuran;tetrahydrofuran;C1CCOC1;C1CCOC1;-4.25
"1;4-dioxane";tetrahydrofuran;C1COCCO1;C1CCOC1;-5.17
2-butanone;tetrahydrofuran;CCC(=O)C;C1CCOC1;-4.54
nitromethane;tetrahydrofuran;C[N+](=O)[O-];C1CCOC1;-5.09
n-octane;tetrahydrothiophenedioxide;CCCCCCCC;O=[S]1(=O)CCCC1;-2.44
toluene;tetrahydrothiophenedioxide;CC1=CC=CC=C1;O=[S]1(=O)CCCC1;-4.23
ethanol;tetrahydrothiophenedioxide;CCO;O=[S]1(=O)CCCC1;-4.3
"1;4-dioxane";tetrahydrothiophenedioxide;C1COCCO1;O=[S]1(=O)CCCC1;-4.9
2-butanone;tetrahydrothiophenedioxide;CCC(=O)C;O=[S]1(=O)CCCC1;-4.09
butylamine;tetrahydrothiophenedioxide;CCCCN;O=[S]1(=O)CCCC1;-4.25
nitromethane;tetrahydrothiophenedioxide;C[N+](=O)[O-];O=[S]1(=O)CCCC1;-5.28
ethanol;tetralin;CCO;C1CCC2=CC=CC=C2C1;-1.54
acetone;tetralin;CC(=O)C;C1CCC2=CC=CC=C2C1;-2.54
2-butanone;tetralin;CCC(=O)C;C1CCC2=CC=CC=C2C1;-3.12
2-pentanone;tetralin;CCCC(=O)C;C1CCC2=CC=CC=C2C1;-3.99
2-hexanone;tetralin;CCCCC(=O)C;C1CCC2=CC=CC=C2C1;-4.64
"3;3-dimethylbutanone";tetralin;CC(=O)C(C)(C)C;C1CCC2=CC=CC=C2C1;-4.19
2-heptanone;tetralin;CCCCCC(=O)C;C1CCC2=CC=CC=C2C1;-5.33
water;tetralin;O;C1CCC2=CC=CC=C2C1;0.07
tetralin;tetralin;C1CCC2=CC=CC=C2C1;C1CCC2=CC=CC=C2C1;-7.55
n-octane;toluene;CCCCCCCC;CC1=CC=CC=C1;-5.38
toluene;toluene;CC1=CC=CC=C1;CC1=CC=CC=C1;-5.12
methanol;toluene;CO;CC1=CC=CC=C1;-2.18
ethanol;toluene;CCO;CC1=CC=CC=C1;-3.33
1-propanol;toluene;CCCO;CC1=CC=CC=C1;-3.71
1-butanol;toluene;CCCCO;CC1=CC=CC=C1;-4.31
1-pentanol;toluene;CCCCCO;CC1=CC=CC=C1;-5.17
phenol;toluene;C1=CC=C(C=C1)O;CC1=CC=CC=C1;-6.93
1-hexanol;toluene;CCCCCCO;CC1=CC=CC=C1;-6.12
o-cresol;toluene;CC1=CC=CC=C1O;CC1=CC=CC=C1;-7.43
p-cresol;toluene;CC1=CC=C(C=C1)O;CC1=CC=CC=C1;-7.56
1-heptanol;toluene;CCCCCCCO;CC1=CC=CC=C1;-6.75
"1;4-dioxane";toluene;C1COCCO1;CC1=CC=CC=C1;-4.91
acetone;toluene;CC(=O)C;CC1=CC=CC=C1;-3.59
2-butanone;toluene;CCC(=O)C;CC1=CC=CC=C1;-4.27
2-pentanone;toluene;CCCC(=O)C;CC1=CC=CC=C1;-5.02
2-hexanone;toluene;CCCCC(=O)C;CC1=CC=CC=C1;-5.6
"3;3-dimethylbutanone";toluene;CC(=O)C(C)(C)C;CC1=CC=CC=C1;-5
2-heptanone;toluene;CCCCCC(=O)C;CC1=CC=CC=C1;-6.3
aceticacid;toluene;CC(O)=O;CC1=CC=CC=C1;-4
propanoicacid;toluene;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC1=CC=CC=C1;-4.57
butanoicacid;toluene;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CC1=CC=CC=C1;-5.24
pentanoicacid;toluene;CCCCC(O)=O;CC1=CC=CC=C1;-5.89
hexanoicacid;toluene;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CC1=CC=CC=C1;-6.97
methylacetate;toluene;COC(C)=O;CC1=CC=CC=C1;-3.81
methylpropanoate;toluene;CCC(=O)OC;CC1=CC=CC=C1;-4.62
ethylacetate;toluene;CCOC(=O)C;CC1=CC=CC=C1;-4.41
propylacetate;toluene;CCCOC(C)=O;CC1=CC=CC=C1;-5
methylpentanoate;toluene;CCCCC(=O)OC;CC1=CC=CC=C1;-5.65
butylacetate;toluene;CCCCOC(C)=O;CC1=CC=CC=C1;-5.57
methylhexanoate;toluene;CCCCCC(=O)OC;CC1=CC=CC=C1;-6.38
pentylacetate;toluene;CCCCCOC(C)=O;CC1=CC=CC=C1;-6.41
ethylamine;toluene;CCN;CC1=CC=CC=C1;-2.67
dimethylamine;toluene;CNC;CC1=CC=CC=C1;-2.68
propylamine;toluene;CCCN;CC1=CC=CC=C1;-3.51
trimethylamine;toluene;CN(C)C;CC1=CC=CC=C1;-2.71
butylamine;toluene;CCCCN;CC1=CC=CC=C1;-4.33
diethylamine;toluene;CCNCC;CC1=CC=CC=C1;-3.75
dipropylamine;toluene;CCCNCCC;CC1=CC=CC=C1;-5.24
pyridine;toluene;C1=CC=NC=C1;CC1=CC=CC=C1;-5.13
aniline;toluene;C1=CC=C(C=C1)N;CC1=CC=CC=C1;-6.69
1-nitropropane;toluene;CCC[N+](=O)[O-];CC1=CC=CC=C1;-5.25
p-bromophenol;toluene;C1=CC(=CC=C1O)Br;CC1=CC=CC=C1;-8.7
ammonia;toluene;N;CC1=CC=CC=C1;-2.38
water;toluene;O;CC1=CC=CC=C1;-1.69
methylamine;toluene;CN;CC1=CC=CC=C1;-2.65
methylbenzoate;toluene;COC(=O)C1=CC=CC=C1;CC1=CC=CC=C1;-7.96
nitromethane;toluene;C[N+](=O)[O-];CC1=CC=CC=C1;-4.31
g-butyrolactone;toluene;C1CC(=O)OC1;CC1=CC=CC=C1;-4.7
4-methylaniline;toluene;CC1=CC=C(C=C1)N;CC1=CC=CC=C1;-7.39
hydrogenperoxide;toluene;OO;CC1=CC=CC=C1;-3.14
methanol;tributylphosphate;CO;CCCCOP(=O)(OCCCC)OCCCC;-4.16
ethanol;tributylphosphate;CCO;CCCCOP(=O)(OCCCC)OCCCC;-4.57
1-propanol;tributylphosphate;CCCO;CCCCOP(=O)(OCCCC)OCCCC;-5.42
1-butanol;tributylphosphate;CCCCO;CCCCOP(=O)(OCCCC)OCCCC;-6.28
1-pentanol;tributylphosphate;CCCCCO;CCCCOP(=O)(OCCCC)OCCCC;-6.69
1-hexanol;tributylphosphate;CCCCCCO;CCCCOP(=O)(OCCCC)OCCCC;-7.68
1-heptanol;tributylphosphate;CCCCCCCO;CCCCOP(=O)(OCCCC)OCCCC;-7.98
aceticacid;tributylphosphate;CC(O)=O;CCCCOP(=O)(OCCCC)OCCCC;-7.11
propanoicacid;tributylphosphate;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCOP(=O)(OCCCC)OCCCC;-7.73
butanoicacid;tributylphosphate;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCCCOP(=O)(OCCCC)OCCCC;-8.29
pentanoicacid;tributylphosphate;CCCCC(O)=O;CCCCOP(=O)(OCCCC)OCCCC;-8.82
ethylamine;tributylphosphate;CCN;CCCCOP(=O)(OCCCC)OCCCC;-3.29
propylamine;tributylphosphate;CCCN;CCCCOP(=O)(OCCCC)OCCCC;-3.98
aniline;tributylphosphate;C1=CC=C(C=C1)N;CCCCOP(=O)(OCCCC)OCCCC;-7.6
2-methoxyethanol;tributylphosphate;COCCO;CCCCOP(=O)(OCCCC)OCCCC;-6.14
water;tributylphosphate;O;CCCCOP(=O)(OCCCC)OCCCC;-4.69
n-octane;triethylamine;CCCCCCCC;CCN(CC)CC;-5.62
toluene;triethylamine;CC1=CC=CC=C1;CCN(CC)CC;-4.98
ethanol;triethylamine;CCO;CCN(CC)CC;-4.02
"1;4-dioxane";triethylamine;C1COCCO1;CCN(CC)CC;-4.41
2-butanone;triethylamine;CCC(=O)C;CCN(CC)CC;-3.86
nitromethane;triethylamine;C[N+](=O)[O-];CCN(CC)CC;-3.63
triethylamine;triethylamine;CCN(CC)CC;CCN(CC)CC;-4.44
2-butanone;trimethylbenzene;CCC(=O)C;CC1=C(C(=CC=C1)C)C;-3.97
2-pentanone;trimethylbenzene;CCCC(=O)C;CC1=C(C(=CC=C1)C)C;-4.83
2-hexanone;trimethylbenzene;CCCCC(=O)C;CC1=C(C(=CC=C1)C)C;-5.39
"3;3-dimethylbutanone";trimethylbenzene;CC(=O)C(C)(C)C;CC1=C(C(=CC=C1)C)C;-4.8
2-heptanone;trimethylbenzene;CCCCCC(=O)C;CC1=C(C(=CC=C1)C)C;-6.01
methylacetate;trimethylbenzene;COC(C)=O;CC1=C(C(=CC=C1)C)C;-3.58
methylpropanoate;trimethylbenzene;CCC(=O)OC;CC1=C(C(=CC=C1)C)C;-4.14
methylpentanoate;trimethylbenzene;CCCCC(=O)OC;CC1=C(C(=CC=C1)C)C;-5.41
methylhexanoate;trimethylbenzene;CCCCCC(=O)OC;CC1=C(C(=CC=C1)C)C;-6.16
pentylacetate;trimethylbenzene;CCCCCOC(C)=O;CC1=C(C(=CC=C1)C)C;-6.09
trimethylbenzene;trimethylbenzene;CC1=C(C(=CC=C1)C)C;CC1=C(C(=CC=C1)C)C;-6.47
benzene;undecane;C1=CC=CC=C1;CCCCCCCCCCC;-4.05
toluene;undecane;CC1=CC=CC=C1;CCCCCCCCCCC;-4.81
ethylbenzene;undecane;CCC1=CC=CC=C1;CCCCCCCCCCC;-5.44
butylamine;undecane;CCCCN;CCCCCCCCCCC;-3.55
chloroform;undecane;C(Cl)(Cl)Cl;CCCCCCCCCCC;-3.42
"1;1;1-trichloroethane";undecane;CC(Cl)(Cl)Cl;CCCCCCCCCCC;-3.82
"E-1;2-dichloroethene";undecane;C(=C/Cl)\Cl;CCCCCCCCCCC;-3.6
trichloroethene;undecane;C(=C(Cl)Cl)Cl;CCCCCCCCCCC;-3.87
chlorobenzene;undecane;C1=CC=C(C=C1)Cl;CCCCCCCCCCC;-5.12
"1;2-dichlorobenzene";undecane;C1=CC=C(C(=C1)Cl)Cl;CCCCCCCCCCC;-6.11
bromoform;undecane;C(Br)(Br)Br;CCCCCCCCCCC;-4.84
tetrachloroethene;undecane;C(=C(Cl)Cl)(Cl)Cl;CCCCCCCCCCC;-4.63
n-undecane;undecane;CCCCCCCCCCC;CCCCCCCCCCC;-7.22
methane;water;C;O;2
ethane;water;CC;O;1.83
n-propane;water;CCC;O;1.96
n-butane;water;CCCC;O;2.08
n-pentane;water;CCCCC;O;2.33
n-hexane;water;CCCCCC;O;2.49
n-heptane;water;CCCCCCC;O;2.62
n-octane;water;CCCCCCCC;O;2.89
2-methylpropane;water;CC(C)C;O;2.32
"2;2-dimethylpropane";water;CC(C)(C)C;O;2.5
2-methylpentane;water;CCCC(C)C;O;2.52
"2;4-dimethylpentane";water;CC(C)CC(C)C;O;2.88
"2;2;4-trimethylpentane";water;CC(C)CC(C)(C)C;O;2.85
cyclopropane;water;C1CC1;O;0.75
cyclopentane;water;C1CCCC1;O;1.2
cyclohexane;water;C1CCCCC1;O;1.23
methylcyclohexane;water;CC1CCCCC1;O;1.71
"cis-1;2-dimethylcyclohexane";water;C[C@@H]1CCCC[C@@H]1C;O;1.58
ethene;water;C=C;O;1.27
propene;water;CC=C;O;1.27
2-methylpropene;water;CC(=C)C;O;1.16
1-butene;water;CCC=C;O;1.38
cyclopentene;water;C1CC=CC1;O;0.56
1-pentene;water;CCCC=C;O;1.66
E-2-pentene;water;CC/C=C/C;O;1.34
1-hexene;water;CCCCC=C;O;1.68
ethyne;water;C#C;O;-0.01
propyne;water;CC#C;O;-0.31
1-butyne;water;CCC#C;O;-0.16
1-pentyne;water;CCCC#C;O;0.01
1-hexyne;water;CCCCC#C;O;0.29
benzene;water;C1=CC=CC=C1;O;-0.87
toluene;water;CC1=CC=CC=C1;O;-0.89
ethylbenzene;water;CCC1=CC=CC=C1;O;-0.8
o-xylene;water;CC1=CC=CC=C1C;O;-0.9
m-xylene;water;CC1=CC(=CC=C1)C;O;-0.84
p-xylene;water;CC1=CC=C(C=C1)C;O;-0.81
naphthalene;water;C1=CC=C2C=CC=CC2=C1;O;-2.39
anthracene;water;C1=CC=C2C=C3C=CC=CC3=CC2=C1;O;-4.23
methanol;water;CO;O;-5.11
ethanol;water;CCO;O;-5.01
"1;2-ethanediol";water;C(CO)O;O;-9.3
1-propanol;water;CCCO;O;-4.83
isopropanol;water;CC(C)O;O;-4.76
1-butanol;water;CCCCO;O;-4.72
t-butanol;water;CC(C)(C)O;O;-4.51
cyclopentanol;water;C1CCC(C1)O;O;-5.49
1-pentanol;water;CCCCCO;O;-4.47
phenol;water;C1=CC=C(C=C1)O;O;-6.62
1-hexanol;water;CCCCCCO;O;-4.36
o-cresol;water;CC1=CC=CC=C1O;O;-5.87
m-cresol;water;CC1=CC(=CC=C1)O;O;-5.49
p-cresol;water;CC1=CC=C(C=C1)O;O;-6.14
1-heptanol;water;CCCCCCCO;O;-4.24
dimethylether;water;COC;O;-1.92
tetrahydrofuran;water;C1CCOC1;O;-3.47
"1;4-dioxane";water;C1COCCO1;O;-5.05
diethylether;water;CCOCC;O;-1.76
methylpropylether;water;CCCOC;O;-1.66
methylisopropylether;water;COC(C)C;O;-2.01
"1;2-dimethoxyethane";water;COCCOC;O;-4.84
t-butylmethylether;water;CC(C)(C)OC;O;-2.21
anisole;water;COC1=CC=CC=C1;O;-2.45
acetaldehyde;water;CC=O;O;-3.5
propanal;water;CCC=O;O;-3.44
butanal;water;CCCC=O;O;-3.18
pentanal;water;CCCCC=O;O;-3.03
benzaldehyde;water;C1=CC=C(C=C1)C=O;O;-4.02
acetone;water;CC(=O)C;O;-3.85
2-butanone;water;CCC(=O)C;O;-3.64
cyclopentanone;water;C1CCC(=O)C1;O;-4.68
2-pentanone;water;CCCC(=O)C;O;-3.53
3-pentanone;water;CCC(=O)CC;O;-3.41
2-hexanone;water;CCCCC(=O)C;O;-3.29
"3;3-dimethylbutanone";water;CC(=O)C(C)(C)C;O;-2.89
2-heptanone;water;CCCCCC(=O)C;O;-3.04
4-heptanone;water;CCCC(=O)CCC;O;-2.93
acetophenone;water;CC(=O)C1=CC=CC=C1;O;-4.58
5-nonanone;water;CCCCC(=O)CCCC;O;-2.67
aceticacid;water;CC(O)=O;O;-6.7
propanoicacid;water;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;O;-6.47
butanoicacid;water;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;O;-6.36
pentanoicacid;water;CCCCC(O)=O;O;-6.16
hexanoicacid;water;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;O;-6.21
methylformate;water;COC=O;O;-2.78
