Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
dimethyl4-bromo-2;5-dichlorophenylthiophosphate,octanol,C[S](C)(c1cc(Cl)c(Br)cc1Cl)=[P]([O-])([O-])[O-],CCCCCCCCO,-12.3
mesitylene,mesitylene,CC1=CC(=CC(=C1)C)C,CC1=CC(=CC(=C1)C)C,-6.4
flufenamicacid,water,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,O,-5.68
phenol,xylene,C1=CC=C(C=C1)O,CC1=CC=CC=C1C,-6.83
2-octanone,octanol,CCCCCCC(=O)C,CCCCCCCCO,-6.38
ethylformate,hexadecane,CCOC=O,CCCCCCCCCCCCCCCC,-2.59
1;4-dioxane,dimethylpyridine,C1COCCO1,CC1=C(N=CC=C1)C,-4.9
3-ethyl-2-methoxypyrazine,octanol,CCC1=NC=CN=C1OC,CCCCCCCCO,-6.85
water,secbutanol,O,CCC(C)O,-5.71
ethylacetate,pentadecane,CCOC(=O)C,CCCCCCCCCCCCCCC,-3.37
ethanol,hexane,CCO,CCCCCC,-2.73
methylhexanoate,hexadecane,CCCCCC(=O)OC,CCCCCCCCCCCCCCCC,-5.43
nitromethane,cyclohexanone,C[N+](=O)[O-],C1CCC(=O)CC1,-5.09
2-methylaniline,octanol,CC1=CC=CC=C1N,CCCCCCCCO,-7.36
ethylbenzene,pentanol,CCC1=CC=CC=C1,CCCCCO,-4.48
aniline,tributylphosphate,C1=CC=C(C=C1)N,CCCCOP(=O)(OCCCC)OCCCC,-7.6
butylacetate,benzene,CCCCOC(C)=O,C1=CC=CC=C1,-5.78
1-heptanol,hexadecane,CCCCCCCO,CCCCCCCCCCCCCCCC,-5.62
nitrobenzene,decalin,C1=CC=C(C=C1)[N+](=O)[O-],C1CCC2CCCCC2C1,-6.36
2-butanone,ethylbenzene,CCC(=O)C,CCC1=CC=CC=C1,-4.12
n-propane,octanol,CCC,CCCCCCCCO,-1.26
pentanoicacid,toluene,CCCCC(O)=O,CC1=CC=CC=C1,-5.89
3-pentanone,hexadecane,CCC(=O)CC,CCCCCCCCCCCCCCCC,-3.83
methanol,butanol,CO,CCCCO,-4.73
2;2;2-trifluoroethanol,chloroform,C(C(F)(F)F)O,C(Cl)(Cl)Cl,-3.03
ethylacetate,ethylbenzene,CCOC(=O)C,CCC1=CC=CC=C1,-4.31
trimethylphosphate,chloroform,COP(=O)(OC)OC,C(Cl)(Cl)Cl,-9.74
butylnitrate,water,CCCCO[N+]([O-])=O,O,-2.1
formaldehyde,hexadecane,C=O,CCCCCCCCCCCCCCCC,-0.99
n-butane,octanol,CCCC,CCCCCCCCO,-1.86
phenol,heptanol,C1=CC=C(C=C1)O,CCCCCCCO,-8.69
pyridine,octanol,C1=CC=NC=C1,CCCCCCCCO,-5.34
butylamine,toluene,CCCCN,CC1=CC=CC=C1,-4.33
water,water,O,O,-6.31
nitromethane,dimethylsulfoxide,C[N+](=O)[O-],CS(=O)C,-5.66
propylamine,pentane,CCCN,CCCCC,-3.13
1-propanethiol,cyclohexane,CCCS,C1CCCCC1,-3.12
toluene,dimethylacetamide,CC1=CC=CC=C1,CC(=O)N(C)C,-4.94
1-propanol,toluene,CCCO,CC1=CC=CC=C1,-3.71
butylacetate,bromooctane,CCCCOC(C)=O,CCCCCCCCBr,-5.11
2;3-dichlorobiphenyl,water,C1=CC=C(C=C1)C2=C(C(=CC=C2)Cl)Cl,O,-2.45
thiophenol,water,C1=CC=C(C=C1)S,O,-2.55
2-butanone,phenylether,CCC(=O)C,O(c1ccccc1)c2ccccc2,-4.08
benzonitrile,chloroform,C1=CC=C(C=C1)C#N,C(Cl)(Cl)Cl,-7.22
pyrrole,chloroform,C1=CNC=C1,C(Cl)(Cl)Cl,-5.5
naproxen,octanol,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCCCCCCCO,-14.55
bromobenzene,chloroform,C1=CC=C(C=C1)Br,C(Cl)(Cl)Cl,-6.07
1-hexanol,octanol,CCCCCCO,CCCCCCCCO,-7.06
1-iodopropane,hexadecane,CCCI,CCCCCCCCCCCCCCCC,-4.27
methylcyclohexane,octanol,CC1CCCCC1,CCCCCCCCO,-3.21
cyclopentanone,water,C1CCC(=O)C1,O,-4.68
tetramethylsilane,hexadecane,C[Si](C)(C)C,CCCCCCCCCCCCCCCC,-2.92
thiophenol,methylenechloride,C1=CC=C(C=C1)S,C(Cl)Cl,-7.11
benzene,benzene,C1=CC=CC=C1,C1=CC=CC=C1,-4.55
pentylamine,water,CCCCCN,O,-4.1
m-xylene,hexane,CC1=CC(=CC=C1)C,CCCCCC,-4.99
2-methylpyridine,cyclohexane,CC1=CC=CC=N1,C1CCCCC1,-5.05
nitrobenzene,chloroform,C1=CC=C(C=C1)[N+](=O)[O-],C(Cl)(Cl)Cl,-7.78
imidazole,water,C1=CN=CN1,O,-9.81
2-butanone,diisopropylether,CCC(=O)C,CC(C)OC(C)C,-3.96
N;N-dimethylformamide,dimethylformamide,CN(C)C=O,CN(C)C=O,-6.47
2;5-dimethylpyridine,hexadecane,CC1=CN=C(C=C1)C,CCCCCCCCCCCCCCCC,-5.52
butylamine,ethylbenzene,CCCCN,CCC1=CC=CC=C1,-4.43
phenol,chloroform,C1=CC=C(C=C1)O,C(Cl)(Cl)Cl,-7.14
1-hexanol,hexadecane,CCCCCCO,CCCCCCCCCCCCCCCC,-4.92
trimethylamine,isobutanol,CN(C)C,CC(C)CO,-3.9
isopropanol,cyclohexane,CC(C)O,C1CCCCC1,-2.37
ethanol,ethanol,CCO,CCO,-5.04
1-pentyne,hexadecane,CCCC#C,CCCCCCCCCCCCCCCC,-2.74
E-2-pentene,water,CC/C=C/C,O,1.34
pentylacetate,bromooctane,CCCCCOC(C)=O,CCCCCCCCBr,-5.81
p-cresol,bromobenzene,CC1=CC=C(C=C1)O,C1=CC=C(C=C1)Br,-7.12
butanonitrile,octanol,CCCC#N,CCCCCCCCO,-4.25
m-cresol,diethylether,CC1=CC(=CC=C1)O,CCOCC,-7.95
1-hexene,octanol,CCCCC=C,CCCCCCCCO,-2.94
water,hexadecane,O,CCCCCCCCCCCCCCCC,-0.35
1-decanol,hexadecane,CCCCCCCCCCO,CCCCCCCCCCCCCCCC,-7.68
nitrobenzene,octanol,C1=CC=C(C=C1)[N+](=O)[O-],CCCCCCCCO,-6.63
tetrachloroethene,undecane,C(=C(Cl)Cl)(Cl)Cl,CCCCCCCCCCC,-4.63
5-iodouracil,water,C1=C(C(=O)NC(=O)N1)I,O,-18.72
toluene,acetophenone,CC1=CC=CC=C1,CC(=O)C1=CC=CC=C1,-4.9
isopropylether,diisopropylether,CC(C)OC(C)C,CC(C)OC(C)C,-3.97
2-ethylpyrazine,octane,CCC1=NC=CN=C1,CCCCCCCC,-5.51
nitrobenzene,nitrobenzene,C1=CC=C(C=C1)[N+](=O)[O-],C1=CC=C(C=C1)[N+](=O)[O-],-7.94
1;1;2-trichloro-1;2;2-trifluoroethane,water,C(C(F)(Cl)Cl)(F)(F)Cl,O,1.77
ethanol,methylenechloride,CCO,C(Cl)Cl,-3.82
methylformate,water,COC=O,O,-2.78
1-butanol,butylacetate,CCCCO,CCCCOC(C)=O,-5.23
N-methylpiperazine,water,CN1CCNCC1,O,-7.77
butylamine,decane,CCCCN,CCCCCCCCCC,-3.55
phenol,isooctane,C1=CC=C(C=C1)O,CC(C)CC(C)(C)C,-5.3
N;N-dimethylaniline,water,CN(C)C1=CC=CC=C1,O,-3.58
2-methylpyridine,water,CC1=CC=CC=N1,O,-4.63
ethanol,dichloroethane,CCO,CC(Cl)Cl,-2.83
dimethylether,octanol,COC,CCCCCCCCO,-2.06
butanal,isobutanol,CCCC=O,CC(C)CO,-4.82
aniline,toluene,C1=CC=C(C=C1)N,CC1=CC=CC=C1,-6.69
benzonitrile,decalin,C1=CC=C(C=C1)C#N,C1CCC2CCCCC2C1,-5.86
1-pentanol,bromoform,CCCCCO,C(Br)(Br)Br,-5.34
toluene,pyridine,CC1=CC=CC=C1,C1=CC=NC=C1,-5.1
n-heptane,hexadecane,CCCCCCC,CCCCCCCCCCCCCCCC,-4.33
propylacetate,water,CCCOC(C)=O,O,-2.86
nitroethane,hexadecane,CC[N+](=O)[O-],CCCCCCCCCCCCCCCC,-3.29
3;3-dimethylbutanone,cyclohexane,CC(=O)C(C)(C)C,C1CCCCC1,-4.42
urea,diethylether,C(=O)(N)N,CCOCC,-9.11
aceticacid,xylene,CC(O)=O,CC1=CC=CC=C1C,-4.08
ethanol,aceticacid,CCO,CC(O)=O,-5.25
phenol,cyclohexane,C1=CC=C(C=C1)O,C1CCCCC1,-5.57
1-propanol,hexane,CCCO,CCCCCC,-2.81
5-bromouracil,heptane,C1=C(C(=O)NC(=O)N1)Br,CCCCCCC,-12.73
nitroethane,hexane,CC[N+](=O)[O-],CCCCCC,-3.19
1;2-ethanediol,octanol,C(CO)O,CCCCCCCCO,-7.44
trimethylamine,diisopropylether,CN(C)C,CC(C)OC(C)C,-2.74
5-fluorouracil,octanol,C1=C(C(=O)NC(=O)N1)F,CCCCCCCCO,-15.71
2-methylaniline,benzene,CC1=CC=CC=C1N,C1=CC=CC=C1,-7.37
1-bromo-2-chloroethane,water,C(CBr)Cl,O,-1.95
methane,octanol,C,CCCCCCCCO,0.51
ethanol,chloroform,CCO,C(Cl)(Cl)Cl,-3.94
o-cresol,hexanol,CC1=CC=CC=C1O,CCCCCCO,-8.76
diethylether,cyclohexane,CCOCC,C1CCCCC1,-3.03
1;1-dimethyl-3-phenylurea,water,CN(C)C(=O)NC1=CC=CC=C1,O,-9.63
piperidine,octanol,C1CCNCC1,CCCCCCCCO,-6.27
allylalcohol,hexadecane,OCC=C,CCCCCCCCCCCCCCCC,-2.73
hydrogensulfide,hexadecane,S,CCCCCCCCCCCCCCCC,-0.72
1-propanol,isooctane,CCCO,CC(C)CC(C)(C)C,-3.0
o-cresol,ethylbenzene,CC1=CC=CC=C1O,CCC1=CC=CC=C1,-7.25
